Date,Log Return
2018-01-03,-0.000174072271668539
2018-01-04,0.0046343214690276816
2018-01-05,0.011320874563771285
2018-01-08,-0.003721154980430013
2018-01-09,-0.00011493421431671529
2018-01-10,-0.00022906615795480442
2018-01-11,0.005664091771565238
2018-01-12,0.010273230735771074
2018-01-16,-0.0050950139039227585
2018-01-17,0.016381194637060534
2018-01-18,0.0008927261975068266
2018-01-19,-0.00447244423123474
2018-01-22,-0.008214981739404166
2018-01-23,0.00022620410725060353
2018-01-24,-0.016057052460548366
2018-01-25,-0.018012187826201384
2018-01-26,0.002335154823326885
2018-01-29,-0.020915731105858593
2018-01-30,-0.005911772187619708
2018-01-31,0.002751497996685471
2018-02-01,0.002087843764070629
2018-02-02,-0.0443595654713554
2018-02-05,-0.025301857036028816
2018-02-06,0.04094199250448636
2018-02-07,-0.021639585441547374
2018-02-08,-0.02790229786214614
2018-02-09,0.012157121876482503
2018-02-12,0.03948897682171998
2018-02-13,0.009968272233942824
2018-02-14,0.018268933605633114
2018-02-15,0.03302688033544367
2018-02-16,-0.003242299705826779
2018-02-20,-0.003369343660756684
2018-02-21,-0.004549264939608427
2018-02-22,0.008324306701111506
2018-02-23,0.017241809652702257
2018-02-26,0.01957926419114448
2018-02-27,-0.0032459287667079
2018-02-28,-0.0015148793535276236
2018-03-01,-0.01767121629042634
2018-03-02,0.006890449647114555
2018-03-05,0.00345574073018422
2018-03-06,-0.0008485240867139839
2018-03-07,-0.009326488072349098
2018-03-08,0.010853423538475612
2018-03-09,0.01703491632138721
2018-03-12,0.009621458532610802
2018-03-13,-0.009676855196194016
2018-03-14,-0.008537892513398752
2018-03-15,0.0011761034122046198
2018-03-16,-0.0035327416863044497
2018-03-19,-0.015396995143900704
2018-03-20,-0.00034222894208582475
2018-03-21,-0.02291509745549881
2018-03-22,-0.014230809022663765
2018-03-23,-0.023428876868818393
2018-03-26,0.046379562510417784
2018-03-27,-0.025975575441792274
2018-03-28,-0.011110418192415717
2018-03-29,0.007778311576416532
2018-04-02,-0.0065775832750399115
2018-04-03,0.010206737681847338
2018-04-04,0.018941967393923405
2018-04-05,0.006910041726085243
2018-04-06,-0.025911604490603837
2018-04-09,0.009869432508497727
2018-04-10,0.01864322582556114
2018-04-11,-0.004686515409931918
2018-04-12,0.009810323829353035
2018-04-13,0.003382356241071512
2018-04-16,0.0062187924856792354
2018-04-17,0.013670131049526028
2018-04-18,-0.0022466994592474604
2018-04-19,-0.02874944257990579
2018-04-20,-0.04183520166849281
2018-04-23,-0.0029005920623421267
2018-04-24,-0.01401695466464932
2018-04-25,0.004347955073093863
2018-04-26,0.003476965866149814
2018-04-27,-0.011637111140726126
2018-04-30,0.017950105490157037
2018-05-01,0.022970447419277222
2018-05-02,0.04322709658666682
2018-05-03,0.001810571709342511
2018-05-04,0.038483385928984086
2018-05-07,0.007208757943314307
2018-05-08,0.004795108580506282
2018-05-09,0.007016713929780931
2018-05-10,0.014202768845311008
2018-05-11,-0.0038108837834973214
2018-05-14,-0.0023355940641821686
2018-05-15,-0.009130403699585307
2018-05-16,0.009289609212833777
2018-05-17,-0.006343696317067482
2018-05-18,-0.003643442111114034
2018-05-21,0.007060312697441528
2018-05-22,-0.0025078643896083806
2018-05-23,0.006390937045461971
2018-05-24,-0.0011154524383617487
2018-05-25,0.0022826723366485033
2018-05-29,-0.003612322830905393
2018-05-30,-0.0021310732675053133
2018-05-31,-0.003365748301795255
2018-06-01,0.017873363504812462
2018-06-04,0.008323196678263388
2018-06-05,0.007685489372891949
2018-06-06,0.0034598731809005238
2018-06-07,-0.002684245271756583
2018-06-08,-0.009139293685002658
2018-06-11,-0.0024547239083409357
2018-06-12,0.005475898805306006
2018-06-13,-0.008251216193602489
2018-06-14,0.0005242282699098219
2018-06-15,-0.01032571548440914
2018-06-18,-0.0005295850840586833
2018-06-19,-0.016291656546662116
2018-06-20,0.0043524540947398535
2018-06-21,-0.005591837096691455
2018-06-22,-0.0029161920657691303
2018-06-25,-0.014982816192878312
2018-06-26,0.012329578931710222
2018-06-27,-0.0014649568734840712
2018-06-28,0.007249704018942076
2018-06-29,-0.002104583984667195
2018-07-02,0.011120666589015787
2018-07-03,-0.017569999377845327
2018-07-05,0.008014968174218828
2018-07-06,0.013766815688630201
2018-07-09,0.013789608868254073
2018-07-10,-0.001207818028754089
2018-07-11,-0.0130607058496763
2018-07-12,0.0166267872055845
2018-07-13,0.0015691478990014101
2018-07-16,-0.00219729378400153
2018-07-17,0.002824483840648845
2018-07-18,-0.0054995339778380935
2018-07-19,0.00774281999061124
2018-07-20,-0.0022956706103616415
2018-07-23,0.0008876326172501676
2018-07-24,0.007228235513915294
2018-07-25,0.009386007249251937
2018-07-26,-0.003135964711259598
2018-07-27,-0.016771543530093993
2018-07-30,-0.005618375707356628
2018-07-31,0.001998573210667252
2018-08-01,0.057240396978540754
2018-08-02,0.028811822150932555
2018-08-03,0.002888978369007873
2018-08-06,0.005178973785123368
2018-08-07,-0.009419040088303465
2018-08-08,0.0006758892187835618
2018-08-09,0.007833967154115372
2018-08-10,-0.0029828988337651744
2018-08-13,0.006435893076732532
2018-08-14,0.004204198255552897
2018-08-15,0.0023337668756110317
2018-08-16,0.014543421722854472
2018-08-17,0.01977306874864018
2018-08-20,-0.00979097987883797
2018-08-21,-0.0019513425767720464
2018-08-22,4.662260107138712e-05
2018-08-23,0.0020439346205579937
2018-08-24,0.003104510550120125
2018-08-27,0.008200745544354222
2018-08-28,0.008043214792700574
2018-08-29,0.014818971033196645
2018-08-30,0.009151511703429743
2018-08-31,0.011487899547489267
2018-09-04,0.003201866913384215
2018-09-05,-0.0065460902135835095
2018-09-06,-0.016756999873919445
2018-09-07,-0.008101208055587983
2018-09-10,-0.013511296212742593
2018-09-11,0.024968499177595204
2018-09-12,-0.012496767996356947
2018-09-13,0.023868187494235513
2018-09-14,-0.011416209231330231
2018-09-17,-0.026986897114372077
2018-09-18,0.0016511416543665723
2018-09-19,0.0005951230947024236
2018-09-20,0.007573199707752916
2018-09-21,-0.0108298104104355
2018-09-24,0.014278034336252505
2018-09-25,0.006320444587442448
2018-09-26,-0.007997985753858477
2018-09-27,0.020343305300607045
2018-09-28,0.003505969792349747
2018-10-01,0.006710754929429683
2018-10-02,0.008849319070175428
2018-10-03,0.012094897734331589
2018-10-04,-0.01773735750433664
2018-10-05,-0.016361543607857226
2018-10-08,-0.0023213877674055066
2018-10-09,0.013758586648961386
2018-10-10,-0.04743344026910467
2018-10-11,-0.00886719420916162
2018-10-12,0.035096112147850606
2018-10-15,-0.021617711568483113
2018-10-16,0.02179810858172551
2018-10-17,-0.00433102966943287
2018-10-18,-0.0236511069555874
2018-10-19,0.01511531857107273
2018-10-22,0.006091539365540709
2018-10-23,0.009382391438298882
2018-10-24,-0.03490390759655639
2018-10-25,0.021661537998337685
2018-10-26,-0.016051312435114182
2018-10-29,-0.018948833272969975
2018-10-30,0.004982044247847867
2018-10-31,0.02573250786071446
2018-11-01,0.015235632774190589
2018-11-02,-0.06863283238533271
2018-11-05,-0.02879929600915548
2018-11-06,0.010756061104691834
2018-11-07,0.029877366257863126
2018-11-08,-0.0034948315907796755
2018-11-09,-0.019469902906864105
2018-11-12,-0.05168728909815104
2018-11-13,-0.01004161542863305
2018-11-14,-0.028653794907954905
2018-11-15,0.024379068474828354
2018-11-16,0.011014773278967894
2018-11-19,-0.04043891539341157
2018-11-20,-0.048956960093674846
2018-11-21,-0.0011306117340974954
2018-11-23,-0.02572693137864496
2018-11-26,0.013432976165118238
2018-11-27,-0.002178427603828585
2018-11-28,0.03773197297302345
2018-11-29,-0.007712027702688825
2018-11-30,-0.0054167029348101605
2018-12-03,0.034345443809458594
2018-12-04,-0.044985268672077104
2018-12-06,-0.01121253150070871
2018-12-07,-0.03630817429545962
2018-12-10,0.006566368151000659
2018-12-11,-0.005735589856114016
2018-12-12,0.002783285051293379
2018-12-13,0.010880714153020062
2018-12-14,-0.03252095136702334
2018-12-17,-0.009349605250725758
2018-12-18,0.012908872863752682
2018-12-19,-0.03168837280889744
2018-12-20,-0.02555878585034889
2018-12-21,-0.03967204173214791
2018-12-24,-0.026214682382025855
2018-12-26,0.06805244843744382
2018-12-27,-0.006511089313567228
2018-12-28,0.0005124606041728923
2018-12-31,0.009618857998277877
2019-01-02,0.0011402665290246037
2019-01-03,-0.10492452391259388
2019-01-04,0.041803368301209565
2019-01-07,-0.0022282691246012995
2019-01-08,0.018883723522408837
2019-01-09,0.016839506337938386
2019-01-10,0.0031907109694981274
2019-01-11,-0.009866281147827291
2019-01-14,-0.015151524021184151
2019-01-15,0.020260339192935312
2019-01-16,0.012142231589902694
2019-01-17,0.005920431206459639
2019-01-18,0.006140358363681943
2019-01-22,-0.022701751845939862
2019-01-23,0.004035849883166125
2019-01-24,-0.007957606953771349
2019-01-25,0.03260004474891125
2019-01-28,-0.009297762319706348
2019-01-29,-0.010418999188800637
2019-01-30,0.0661011320955535
2019-01-31,0.007175409640410454
2019-02-01,0.00048059280662021475
2019-02-04,0.028009038108619034
2019-02-05,0.016964640712870637
2019-02-06,0.0003444741303659499
2019-02-07,-0.01912105105712277
2019-02-08,0.0011742837740237697
2019-02-11,-0.005767627209714926
2019-02-12,0.008580519548404672
2019-02-13,-0.004163569251280492
2019-02-14,0.0036365904085333594
2019-02-15,-0.0022269727032657566
2019-02-19,0.0029879089039534456
2019-02-20,0.00641479521749104
2019-02-21,-0.0056545311013477
2019-02-22,0.01110362754533339
2019-02-25,0.007258257762195768
2019-02-26,0.0005741340654258036
2019-02-27,0.003092409066298059
2019-02-28,-0.009884332805720451
2019-03-01,0.010455909181977054
2019-03-04,0.005017126097925009
2019-03-05,-0.001821556394979923
2019-03-06,-0.005770744142488714
2019-03-07,-0.011641807674831965
2019-03-08,0.002373695604560045
2019-03-11,0.03405591694817465
2019-03-12,0.011172407557501937
2019-03-13,0.004412610102916381
2019-03-14,0.011055252837029982
2019-03-15,0.012924459181686778
2019-03-18,0.010156660402557671
2019-03-19,-0.007956391709207427
2019-03-20,0.008700704369839303
2019-03-21,0.03616812710086338
2019-03-22,-0.02092543508838458
2019-03-25,-0.012164866071831442
2019-03-26,-0.010385522943379256
2019-03-27,0.008953964207784718
2019-03-28,0.001325286261175698
2019-03-29,0.006496564993034306
2019-04-01,0.00676822684765854
2019-04-02,0.014432283797567565
2019-04-03,0.006831506782470542
2019-04-04,0.001739065358981331
2019-04-05,0.006671922776139725
2019-04-08,0.015613549814867931
2019-04-09,-0.003003048530866167
2019-04-10,0.005598086162243396
2019-04-11,-0.008358919305941735
2019-04-12,-0.00040204768248070736
2019-04-15,0.0018086655244561251
2019-04-16,0.00010018488454488604
2019-04-17,0.01928585006459632
2019-04-18,0.0035875219507451213
2019-04-22,0.0032807866870055097
2019-04-23,0.01432050777990974
2019-04-24,-0.0015435715152332748
2019-04-25,-0.009116528698066517
2019-04-26,-0.00478516617019764
2019-04-29,0.0015160734824594332
2019-04-30,-0.019443851467856942
2019-05-01,0.047918817988045315
2019-05-02,-0.0065290597683831
2019-05-03,0.012354839384496157
2019-05-06,-0.015563422043774762
2019-05-07,-0.02732710437404408
2019-05-08,0.00019716902088421284
2019-05-09,-0.01080235470175836
2019-05-10,-0.01395031503420545
2019-05-13,-0.05987658214581709
2019-05-14,0.01570621983194246
2019-05-15,0.01190805224834414
2019-05-16,-0.004409615915568579
2019-05-17,-0.005697915738289024
2019-05-20,-0.03176922175775189
2019-05-21,0.018989638775553208
2019-05-22,-0.020684265763813683
2019-05-23,-0.0172170527788109
2019-05-24,-0.0038481058703858802
2019-05-28,-0.004143096251453934
2019-05-29,-0.004780641691490372
2019-05-30,0.005173098885646674
2019-05-31,-0.01828143910146615
2019-06-03,-0.01016161725321439
2019-06-04,0.035930585804389605
2019-06-05,0.016014366085481232
2019-06-06,0.014575207040642472
2019-06-07,0.026268873693754465
2019-06-10,0.012698202708148911
2019-06-11,0.011513242589203972
2019-06-12,-0.0031878121035579243
2019-06-13,-0.0002056334716173943
2019-06-14,-0.00728899692796855
2019-06-17,0.005948553727396601
2019-06-18,0.023246257759061112
2019-06-19,-0.0029271185779059152
2019-06-20,0.008003747638876976
2019-06-21,-0.003415111202757274
2019-06-24,-0.0010066728103206755
2019-06-25,-0.015273569947144391
2019-06-26,0.02139846613242534
2019-06-27,-0.0003003619759218805
2019-06-28,-0.009153770925365595
2019-07-01,0.018174708375757992
2019-07-02,0.005837588221419488
2019-07-03,0.00825280025941719
2019-07-05,-0.0008810196753864646
2019-07-08,-0.020829361698566584
2019-07-09,0.006080855002357144
2019-07-10,0.00983989870715854
2019-07-11,-0.007308993775690902
2019-07-12,0.007653416980364341
2019-07-15,0.009351457755476515
2019-07-16,-0.0034660343605375887
2019-07-17,-0.0056394458494347065
2019-07-18,0.011295920237310825
2019-07-19,-0.015040239090664216
2019-07-22,0.02259659512209317
2019-07-23,0.007787349200217591
2019-07-24,-0.0008141423850919886
2019-07-25,-0.007938704560482636
2019-07-26,0.0034719287958317876
2019-07-29,0.009295214425143432
2019-07-30,-0.004301425805028346
2019-07-31,0.02019870691329401
2019-08-01,-0.02187673945270102
2019-08-02,-0.021385172530258678
2019-08-05,-0.05376782019446866
2019-08-06,0.018753733175249615
2019-08-07,0.010301845103796666
2019-08-08,0.021816201340456948
2019-08-09,-0.00827456005204427
2019-08-12,-0.0025406765033963333
2019-08-13,0.041476278052649806
2019-08-14,-0.03021690166510703
2019-08-15,-0.00499397785908365
2019-08-16,0.02332067650829168
2019-08-19,0.018472440480250762
2019-08-20,4.746196752327834e-05
2019-08-21,0.010780111558463364
2019-08-22,-0.0008466878717483062
2019-08-23,-0.04732293266655332
2019-08-26,0.018821257362190664
2019-08-27,-0.01134830335282421
2019-08-28,0.0066879878199799835
2019-08-29,0.016790259378079302
2019-08-30,-0.0012925290945706418
2019-09-03,-0.014670732516389073
2019-09-04,0.016823995185321194
2019-09-05,0.01936316583833597
2019-09-06,-9.392420546804155e-05
2019-09-09,0.0042578272139209275
2019-09-10,0.011744022782845656
2019-09-11,0.03129993310438125
2019-09-12,-0.0022387523569270006
2019-09-13,-0.019645811852505187
2019-09-16,0.005243668421749996
2019-09-17,0.003631247759377164
2019-09-18,0.009335576227355076
2019-09-19,-0.008157943463474086
2019-09-20,-0.014725823904127293
2019-09-23,0.004536416571489238
2019-09-24,-0.004766297783409142
2019-09-25,0.015272230513065383
2019-09-26,-0.005171097518382501
2019-09-27,-0.0048778187805113135
2019-09-30,0.023262741831455443
2019-10-01,0.0027641888842800453
2019-10-02,-0.02538728442317262
2019-10-03,0.00845867428933285
2019-10-04,0.027646091287195147
2019-10-07,0.00022050420746210555
2019-10-08,-0.011784165700595655
2019-10-09,0.011651966890590837
2019-10-10,0.013388362849900446
2019-10-11,0.026250824956588762
2019-10-14,-0.0014404631069548542
2019-10-15,-0.0023345887326339677
2019-10-16,-0.004045390554761384
2019-10-17,0.003875331836874274
2019-10-18,0.004791232634308317
2019-10-21,0.017194162204275207
2019-10-22,-0.0022892992852085905
2019-10-23,0.013329446403495645
2019-10-24,0.0016436730860749026
2019-10-25,0.012240989384034442
2019-10-28,0.009967315725685707
2019-10-29,-0.023399622050156162
2019-10-30,-0.0001233139751529008
2019-10-31,0.02235779984293257
2019-11-01,0.027985447662629226
2019-11-04,0.006545660409202253
2019-11-05,-0.001437765013247233
2019-11-06,0.00042744949698800017
2019-11-07,0.011475413365698206
2019-11-08,0.0027329406758387887
2019-11-11,0.007887377327476035
2019-11-12,-0.0009155218905568215
2019-11-13,0.009535886485056185
2019-11-14,-0.006943539355018284
2019-11-15,0.011809770253041597
2019-11-18,0.0050288985200788935
2019-11-19,-0.0030366717665152626
2019-11-20,-0.011710062071954805
2019-11-21,-0.004493282908381807
2019-11-22,-0.0008784630833684059
2019-11-25,0.017382112059880203
2019-11-26,-0.007839519299287423
2019-11-27,0.013342838442513499
2019-11-29,-0.0022049661286875134
2019-12-02,-0.011629888883417917
2019-12-03,-0.01799086906040902
2019-12-04,0.008787640288701154
2019-12-05,0.014564126579999916
2019-12-06,0.019132211219782286
2019-12-09,-0.014098724224124014
2019-12-10,0.005827216889337266
2019-12-11,0.00849327128731639
2019-12-12,0.0025447165887805684
2019-12-13,0.013501947175644692
2019-12-16,0.016972692362524373
2019-12-17,0.0019638511837444094
2019-12-18,-0.0023924520212525767
2019-12-19,0.0010002351301466623
2019-12-20,-0.00207305127780553
2019-12-23,0.016186517316879406
2019-12-24,0.0009500566053384162
2019-12-26,0.019646140900665895
2019-12-27,-0.00037944608207118527
2019-12-30,0.00591779042950563
2019-12-31,0.007280158545075585
2020-01-02,0.0225596356834431
2020-01-03,-0.009769919586008823
2020-01-06,0.007936777561736148
2020-01-07,-0.004713962766517393
2020-01-08,0.01595790074402308
2020-01-09,0.021018633483342618
2020-01-10,0.002258029096907677
2020-01-13,0.021139484015871318
2020-01-14,-0.013595548927999097
2020-01-15,-0.004294147761701039
2020-01-16,0.012448176358009344
2020-01-17,0.01101039907116885
2020-01-21,-0.006800154658289603
2020-01-22,0.003563373645577578
2020-01-23,0.0048043069808532835
2020-01-24,-0.0028862169340987433
2020-01-27,-0.029846298221118502
2020-01-28,0.02789652761955732
2020-01-29,0.02071643609744829
2020-01-30,-0.0014505538943598373
2020-01-31,-0.04535150330925625
2020-02-03,-0.002749942046815708
2020-02-04,0.032480502751171744
2020-02-05,0.008121132448691133
2020-02-06,0.011629142688597521
2020-02-07,-0.013685735473072357
2020-02-10,0.0047380158571616576
2020-02-11,-0.006051495021746122
2020-02-12,0.0234701721214963
2020-02-13,-0.007146500611184396
2020-02-14,0.0002462578345564769
2020-02-18,-0.01848013713380147
2020-02-19,0.014378471562156304
2020-02-20,-0.0103116673327072
2020-02-21,-0.022895199781776926
2020-02-24,-0.04866572686155453
2020-02-25,-0.034458902438959424
2020-02-26,0.015739168879468593
2020-02-27,-0.06760265080733045
2020-02-28,-0.0005852226599688863
2020-03-02,0.08901858227569784
2020-03-03,-0.03227467735505554
2020-03-04,0.04534083041122855
2020-03-05,-0.03297457632142847
2020-03-06,-0.01336928028598352
2020-03-09,-0.08239527120065732
2020-03-10,0.06954631597344084
2020-03-11,-0.03534775581056775
2020-03-12,-0.10397792297399189
2020-03-13,0.11315739835020873
2020-03-16,-0.13770811023624022
2020-03-17,0.04303089883741023
2020-03-18,-0.024784727389077717
2020-03-19,-0.007691494309558909
2020-03-20,-0.06559037803283213
2020-03-23,-0.021472973300528216
2020-03-24,0.0956060431109208
2020-03-25,-0.005523947881452608
2020-03-26,0.05128508610601725
2020-03-27,-0.042283913900702276
2020-03-30,0.02813840421624177
2020-03-31,-0.0020427465437790194
2020-04-01,-0.05405181738940044
2020-04-02,0.016548908017426908
2020-04-03,-0.014475555423615515
2020-04-06,0.08364005006083963
2020-04-07,-0.011649933247031506
2020-04-08,0.025272524746652703
2020-04-09,0.007189862192994499
2020-04-13,0.019437782406595695
2020-04-14,0.04926924235703231
2020-04-15,-0.009169191632882906
2020-04-16,0.007914084927427316
2020-04-17,-0.013661580694881173
2020-04-20,-0.020974806769724668
2020-04-21,-0.03139795339081519
2020-04-22,0.028396126038919417
2020-04-23,-0.003883129352535084
2020-04-24,0.028460829840879588
2020-04-27,0.0007067533834294995
2020-04-28,-0.01634202613276008
2020-04-29,0.03231692248787805
2020-04-30,0.020876802789946452
2020-05-01,-0.016230068037882475
2020-05-04,0.014049452502548368
2020-05-05,0.014897378064446267
2020-05-06,0.010264375297694979
2020-05-07,0.010291702884395425
2020-05-08,0.023522550879951934
2020-05-11,0.015613235588318298
2020-05-12,-0.011494410628693661
2020-05-13,-0.012147394518887631
2020-05-14,0.006124442344635899
2020-05-15,-0.005929267462153694
2020-05-18,0.023287673230850497
2020-05-19,-0.005795157013832665
2020-05-20,0.01926149081021038
